,id,data
3800,69073,
3801,69090,
3802,69116,
3803,69179,
3804,69193,
3805,69236,invoice payment date oct product type faccbook campaign cam pregeftest ocl ad set e eld b sot c prege test f rom ioi l sel ed brx sep con brxi sept pi nisg exb rx pinis giexb pinisgiexb foi paid gbp billed beca se reachod bllling lhreshold impr essions impression impre ssions pregenv pr ege claw remain er copy pregeftestg p ndnv nd conffop pregeffest camipregeffest camigeiksnv eng hitchen harpenden buckingham sw hertfordshire ch el tenhamiremain truro falmouth wal cardiff north warwick ano leamington well chelmsforoiyp faunton deane yp durham guildford chippenham romsey main bedford south cambs lon ealing central wimbledon ldn hornsey wood green sco edinburgh bath woking oxwab sheffield hallam cambridge carshal ton portsmouth east somerset dunbartonshire ross skye lochaber ldnnauxhalliyp bermondsey old southwark finchley golders chelsea fulham ldnffwickenham remaln lonn auxhall remai engicambridge hampstead kilburn altrincham sale west rushcliffe bristol montgomeryshire ba tters ea orkney shetland mid dorset westminster putney kingston surbiton hamps tead cheadle battersenyp caithness thornbury norfolk kensington cornwall dulwich esh sutton cheam wokingham hendon harrow bregon radnorshire penistone st ives mole valley lewes vp esher wantage ceredigion im press ion eastleigh cheamiyp totnes scoiwest aberdeenshire richmondiyp welwyn hatfield newton abbot argyll bute winchester westmorland witney tunbridge chipping barnet newbury york outer albans eoinburgh surrey southport watford fife devon twickenham eastbourne strea tham leeds streatham islington enfield southgate tenham harroga te chelmsford oxwabiremain ldniwimbledon warrington yeovil taunton rema th soljth henoon harrogate richmond lornsey ldnnslington oulw ich facebook irelan limfte grand canal square harbour dublin ireland vatreg impressio customer account vat arising supply accordance article council directive ec liberal democrat great george street swp ae london r
3806,69256,
3807,69299,invoice liberal democrat hq payment data nov iiiiiiia transaction id product ype facebook campaign cam ge k con non rural england remain edinburgh wale east dunbartonshire scotland remai cardiff rema london w walimontgomeryshire eng totnes wan tage taunton deane witney north cornwall chippenham somerset paid gbp billed reached billing threshold impression impressi ons imp ressions impr essions c lmprossions west dorset yeovil westmorland im pressions newton abbot yp cheltenham hazel grov e tunbridge well south surrey sco ross skye lochaberirema impressio mid wokingham rushcliffe cambsiremain southpor wal ceredigion st ives ldn carshal ton penistone lon harrow orkney shet land mole valley winchester romseyirema al tringham sale impres sion esher walton norfolk eddisbury cambs newbury sheff ield hallam sutton cheam bedford impress ion devon thornbury main enfield southgate buckingham york outer mpressions woking watford hitchen harpenden hendon lewes f inchley golders green harrogate warrington albans oxwab southport kin gston urbiton bristol guildford truro falmouth welwyn hatfield ld dulw ich warwick leamington eastbourne durham esh er cheadle ealing central caithness twickenham hornsey wood bath chelmsford portsmouth montgomeryshire wimb ledon leeds eastleigh romsey richmond cambridge chipping barnet streatham bermondsey old southwark westminster grove bregon raonorshire kingston surbitoniremain putney chel tenham argyll ano bute sw hertfordshire fife hatfielo sheffield wantage ldnnauxhall kensington vp claw islington wimbledon chelsea fulham ldnirichmond aberdeenshire battersenremain eastleig h engffunbridge ba ttersea finchley dulwich hampstead kilburn lonnauxhall altrincham westiyp engm okingham engnork outernp brecon radnorshire pregeitest ad set b prege test ac sot lorad sgi sat pr egeitest pregeites ireland limited grand canal square g rand har bour dublin vat reg lmpresslotls lmpresslons lmpress lom lmproselons customer account lor arising supply accordance anl cte council oiteciive cc u demoer gr eat george street swp ae
3808,69325,
3809,69342,
3810,69345,
3811,69362,
3812,69097,
3813,69140,
3814,69160,
3815,69217,
3816,69263,
3817,69280,
3818,69306,invoice liberal democrat hq payment date nov product type facebook campaign camipregeffest f rom ad set b c sel e cam geiks icon non ru ral englan remain londo edinburgh east dunbartonshire rura l wale rural scotland r emain card iff main england ge ksnv lo scoiwest aberdeenshire rema ln engiwarrlngton south paid gbp bl ed reached ling threshold impression tmpress ons lmpressions ao ri j lon wimbledon wal cardiff central eng st albans thornbury watford westminster north cheaole yp esher ton yeovil york outer ldn claw hampstead kilburn finchley golders green henoon southport kingston surbiton tunbridge well brecon radnorshire kensington sco sutton cheam warwick leamington impressio chelmsford winchester impressi harrogate sheffield hallam ch el te nham totnes witney romsey truro falmouth cornwall newbury bath guildford wantage mole valley montgomeryshire engffaunton deane durham cambsiremain west dorset eddisbury bristol penistone surrey eastbourne buckingham lewes chippenham newton abbot chipping barnet leeds devon portsmouth rushcliffe cambridge dulwich hazel grove putney somerset woking westmorland carshal chelsea fulham norfolk islington bermondsey old southwark welwyn hatfield twickenham cambs oxwab esh er golder mid impre ssions ba ttersea hornsey wood enfield southgate cheadle vp eastleigh sw hertfordshire ross skye lochaber bedford ldnnauxhall hitchen harpenden ealing streatham al tringham sale witneyiyp wokingham ives ceredigion engieooisbury engipenistone richmond engiromsey oulwich putn ey iyp eastbourneiyp southiyp caithnessiremain orkney shetland warrington taunton cheltenham cereoigion hendon lonnauxhal harrow argyll bute fife prege test p regeftest pregeftest camiprege ov adsetforada icamiprege lor acebook ireland limited grand canal square harbour dublin vat reg mpresslons customer account arising supply accordance article council directive ec great george stree swp ae ndon
3819,69369,
3820,69583,
3821,70043,
3822,69721,
3823,69770,
3824,69022,
3825,69039,
3826,69085,
3827,69128,
3828,69148,
3829,69174,
3830,69191,
3831,69294,invoice liberal democrat hq account id voice payment date nov transaction product type facebook campaign cam ge k con fr om london main e dinburgh remain rural wale rem east dunbartonshire cardiff scotland england non engl pregeftest ov ad sot c set b paid gbp billed reached billi ng threshold impression f mpress ion camipregeftest impress ksnv eng hazel grove vp al tringham sale west st albans cheltenham engftotnes wal ceredigion north rema ch ippenham bregon radnorshire wantage eastbourne devon ives southport newbury eddisbury impressio montgomeryshire guildford norfolk taunton deane engnjitney impressi ons cornwall newton abbot yp lon chipping barnet lewes mole valley bath engnjestmorland engnjest dorset mpressions harrogate sheffield hallam portsmouth south yeovil cambs warwick leamington eastleigh somerset thornbury leeds winchester romsey warrington tunbridge well buckingham chelmsford woking central putney ewfon surrey sw hertfordshire ldn dulwich cambridge york outer bristol watford oxwab enfield southgate chelsea fulham mid rushcliffe ba ttersea wimbledon bermondsey old southwark carshal ton kensington hornsey wood gree welwyn hatfield twickenham bedford esh er richmond sco ross skye lochaber cheadle isungton wokingham sutton cheam im press kingston surbiton lonnauxhall westminster totnes ealing hitchen harpenden truro falmouth chippenham durham westmorland penistone ldnnauxhall finchley golders green islington esher el tenham strea tham wjtney fife hampstead kilburn wimbledoniyp caith ness cambridgeiyp kensingtoniyp finch ley argyll bute orkney shetland watfordiyp radnorshireiyp claw tterseaiyp northiyp romseyiyp centraliyp dorsetiyp southwarkiyp oxwabiyp altrincham cheamiyp edinburgh richmondiyp co iyp wokinghamiyp thamiyp hendon thornburyiyp mpresslons aberdeenshire harrow eastiyp impres sion ano ca prege test ud sat facebool lrolaoo limited graid canal square grand harbour dublin ireland vat reg tmpressions lmprosslons lmj fesslons rn lil eral great george streat swp ae united kingdom nvoice customer ay arising lhis supply oocordance aticte council directive ec
3832,69337,
3833,69357,
3834,62349,
3835,67007,
3836,67002,
3837,66990,
3838,66995,
3839,67009,
3840,67014,
3841,64944,
3842,69053,
3843,69102,
3844,69205,
3845,69222,
3846,68658,
3847,69268,
3848,69311,invoice liberal democrat hq payment date nov ransaot ion id product lype facebook campaign cam ge k snv lon kingston surbiton yp ldn richmondnp eng sw hertforosh ire hampstead kilburn remain cl aw rema sco edinburgh sout h en g newton abbot sutton ano cheamiremain cheadle rth devon wantage eastbournemp enfiel southgate twickenham penistoneiyp wal cardiff central rot ne paid gbp b llled reached billing lh reshold lmpro sion lmp esslons impression lmpmsslo lmprasslons c lmprossions impressio lo penistoneiremain warwick leamington winchester west dorset warrington south impressi ons bedford ch el ten ham itchen harpenden eastbourne e nfield main strea tham north cornwall buckingham hazel grove sheffield hallam rem waumontgomeryshire maln woking witney surrey l ewe westmorland tunbridge well southport edoisbury hertfordshire orkney nd shetland ross kye lochaber east cambs newbury rushcliffe chipping barnet norfolk somerset engfthornbury st ives yeovil romsey richmond carshal ton engm arwick montgomeryshire caithness engj nells durham albans impre ssions ealing mid hendon islington elwyn hatfield bregon radnorshireiyp bristol truro falmouth eastleigh harrogate al tringham sale chelsea fulham kensington ceredigioniyp dunbartonshire engftaunton deane mole valley chippenham guildford harrow hornsey wood green bath battersenremain putney fife oxwab portsmouth dulwich finchley golders vp eddisbury argyll bute engfrotnes ldnftwickenham ldnnauxhall chelmsford westminster wokingham hitchen watford cambridge mpresslons claw welwyn engichel tenham faunton esh er bermondsey old southwark lewes ba ttersea engrrhornbury nimbledon leeds streatham th gree noking york outer trincham unbridge scoiwest aberdeenshire cheam w est harr ow ceredigion radnorshire camigeiks con london rural england wale scotland non pregeftest ad set camipregeftest ov ipregettest ror camipregettest camipregeitest sat acebook ireland limited grand canal square harbour dublin lrelan j vatreg impress impres tmpressl customer account vat arising lhls supply accordance article council directive ec great george slreet swp ae united kingdom
3849,69313,invoice liberal democrat hq accoulll payment dalo nov ransaclion id product type facebook campaign cam ge k w co edinburgh north remain en g hitchen harpe nden remajn engial tringham sale west vp eng cheadle chippenhamiremain gwitney yp lon imbledon r emain orkney ano shetland sco rth east fife ross skye l ochaber putney engmiitney york outer ri chmond ldn bermondsey old southwark rema engiesher wal ton paid gbp billed bocause reacm billing hreshold impression lmpres llons c enfield southgate portsmouth sout h chels ea fulham rushcuffe dn dulwich south camb dorset brist ol impressio cheltenham impress ion ealing central main st ives iremain e ngfth ornbury carshal ng totnes penistone mpressions hendon winchester kensington watford surrey taunton deane estmorland warwick leamington lwyn hatfi elonp buckinghamnp harroga temp eastbournenp okingham np engneovilnp guildford leeds devon somerset romsey chipping barnet hornsey wood green southport warrington truro falmouth watforo kingston surbiton aberdeenshire eastleigh harrow bedford hazel grove yeovil buckingham durham tr uro cambs islington finchley golders ldnnauxhall newbury cornwall tunbridge well woking lewes mid strea tham richmond wantage westminster bregon radnorshire argyll bute dunbartonshire claw al cardiff orth chelmsford ldnftwickenham ornsey gree lewe bath harrogate mole valley bristol chelsea sutton heam ceredigion im pressions cheam cambridge eastbourne nantage streatham chelmsfo rd harpenden lonn auxhall card iff hampstead kilburn ldnifinchley albans lmpressions ba ttersea norfolk oxwab sheffield hallam brecon newton abbot bedforo westmorland montgomeryshire sw hertfordshire welwyn hatfield wlnchester wimbledon eddisbury ttersenremain wokingham vvest oorset vvarrington chippenham esher engfthornbury engiwells hertforoshire twickenham edoisbury norfo lkfyp caithness pregeftest ad set b pregeitest camipregeftes f aoebook lrelam limited grand canal square harl lour dublin ireland vatreg customer acc unt vat arising supply accor lanca article council directive ec democ rat great george street swp ae london
3850,69376,
3851,69041,
3852,69058,
3853,69064,
3854,69104,
3855,69167,
3856,69046,
3857,69069,
3858,69109,
3859,69135,
3860,69155,
3861,69198,
3862,69275,
3863,69318,
3864,69364,
3865,69581,
3866,69078,
3867,69121,
3868,69224,
3869,69241,invoice liberal democrat hq hwoice payment date oct method product type facobook campaign cam prege con nd f conftop conffop nonv camipregeitest ad set e ror b sel c camiprege test lo paid gbp billed reached bllling lhreshold impression lmpressfons fj j r camip regeftest camige ksnv sco ross skye lochaber remain east dunbartonshire yp orkney shetland argyll bute eng altrincham sale west harrogate lon sutton cheam enfield southgate wal montgomeryshireiremain ldn carshal ton south cambs north norfolk romsey penistone harrow esh er totnes nort h cornwall mole valley twickenham watford engffaunton deane ceredigion dorset rushcliffe cornwallnp hendon edinburgh wokingham chelmsford surrey scoiorkney ano somerset engnork outer woking wantage engtfruro falmouth engiwitney welwyn hatfield westminster cheltenham impre ssions aberdeenshire scojnorth fife caithness cambsnp bregon radnorshirenp cheadlenp newton abbot cardiff portsmouth bristol eastbourne winchester oxwab st ives hornsey wood green chippenham buckingham chelsea fulham engffunbridge well ealing central kensington radnorshire montgomeryshire vp kingston surbiton streathamiremain putney bedford lmpressians albans warwick leamington durham richmond sw hertfordshire mid southport newbury witney yeovil battersea leeds devon ob cheadle westmorland eastleigh engftotnes ldnnauxhall guildford ba th islington cambridge co wimbledon thornbury sheffield hallam tunbridge finchley golders chipping barnet claw albansiyp inokingiyp inimbledon ldniclawiyp hallamiyp westiyp greeniyp lewes southgateiyp engioxwab inarrington bermondsey old southwark dulwich inelwyn streathamiyp barnetiyp putneyiyp ininchester ng eastbourneiyp engftaunton york engftruro eoinburgh warrington ldnirichmond bath ttersenyp ch el tenham hitchen harpenden hampstead kilburn lonn auxhall goloers al tringham ldnftwickenham rushcliffenp hazel grove pregeftest camipregeftest ct impress ion brx sept icam pjnisg exb brxisept pinisg conipinisg te l tor testb facebook ireland limited grand canal square harbour dublin vat reg customer account arising lhis supply accordance wiltt article g council directive ec great george streel swp ae lond
3870,69244,invoice liberal democrat hq payment data oct product type facebook campaign cam prege test lo ad set lor b ror c ge ksnv sco caithnessiremain eng hitchen harpend en yp wat fordiyp ldn sermondsey old southw arkmp ole valleyiyp engiroms ey mid dorset wo kingham warwick leamington portsmotjth south r emain eastleig h rema ca mbridgeiyp watford remain paid gbp bill ed reached billing threshold impression impressi ons lmpl tl slons lmpreu l lmpressicns lmpresslo f lmpre ssions lmprasslons j fr ij lon hendon rushc uffe streatham harrow east sw hertfordshire thornbury guildford westmorlano north fife cambs edinburgh lonnauxhalurema ross skye lochaber putney west aberdeenshire taunton deane portsmouth well southport westminster newton abbot loniwimbledon argyll bute durham chippenham caithness dulwich finc hley golders green streathamnp chipping barnetnp bedford sheffield hallam chelsea fulham westmorland ealing central wokingham chelmsford wal cardiff montgomeryshire lewes eastbourne richmond islington hornsey ano wood engffunbridge barnet co kensington st albans totnes ba ttersea truro falmouth ork ney shetland vp ldnfrwickenham somerset devon winchester ives sutton cheam harrogate engfraunton esh er ton enfield southgate woking mole valley surrey bristol warrington harpenden kingston surbiton rshal cambridge ceredigion impre cheltenham wantage eastleigh engiwitney york outer bermonosey southwark norfolk cornwall newbury impress ion bath finchley romsey dunbartonshire jc buckingham rushcliffe lonn auxhaluyp ii cheadle e ngftunbridge ng oxwabiyp impressio sheff ield wimbledon main engfthornbury ast al tringham sale claw hampstead kilburn mpressions oxwab hazel grove brecon ra dnor shire dorse orth yeovil welwyn hatfield lmpressions montgomeryshireiyp newburyiyp carshal leeds penistone witneyiyp bregon radnorshire ob orkney ch el tenham ldnitwickenham ldnikensington con top conitop ndnv nd testg pregeftest camipregeftest camipregettest sat pregettest face book lrel md limited grand canaf squ canal harbour dublin ireland vat reg customer account fol arising supply accordance wi iic council direclive ec liberai great george street p ae london
3871,69261,
3872,69287,
3873,69330,
3874,69350,
3875,69034,
3876,69123,
3877,69143,
3878,69186,
3879,69229,
3880,69249,
3881,69292,
3882,64446,
3883,64363,
3884,73985,
3885,67008,
3886,67013,
3887,67001,
3888,66994,
3889,67006,
3890,69070,
3891,69096,
3892,69159,
3893,69173,
3894,69216,
3895,69279,invoice liberal democrat hq payment date nov transaction prod uct type f acebook campaign cam ge ksnv od lo lon bermonosey ld southwark rema wal cardiff central rem wimbledon remain sco argyll bute eng guild ford co orkney hetland en g north norfol k south west surrey ross skye lochaber putney main eastbourne newton abbot okingham cheadle newbu ry sheffield hallam l chelsea fulham paid gbp billed yo u reached billing thresho mpressions impression impre ssions impressi ons impress ion vestmorland cambs ealing vest dorset warrington r emain br econ radnorshire st ives eastleigh penistone yp tnes montgomeryshire thornbury hazel grove east dunbartonshire fife twi ckenham edinburgh lls witney esh er ton mole valley somerset woking rom sey harrogate altrincham sale engm tforo sutton cheam hitchen harpenoen mid enfield southgate antage ldnm estminster kingston surbiton lewes taunton deane cornwall westmorland ldn carshal warwick ano leamington vp waumontgomeryshire caithness buckingham ba ttersenremain leeos oxwab hendon bedford rushcliffe kensington portsmouth impressio welwyn hatfield chippenham harrogateiyp guildford southport ldniharrow naux haluremain ldnistreatham bath finchley golders green devon albans eastbourneiyp newbury romsey tunbridge well ldnnauxhall p wantage brecon radnorshireiyp bri stol truro falmouth ric hmond dulwic h cambridge e ng cheltenham sw hertfordshire chipping barnet car hal totnes norfolk finch ley goloers wimbleoon claw ldnnslington hornsey wood york outer aberdeenshire durham winchester chel tenhamiyp tterseaiyp clawiyp cheamiyp stminster northiyp ch ippenham al trincham westiyp wokingham th ornbury harrow dulwichnp strea tham twickenham watforo w ell chelmsford eovil harpenden ceredigion yeovil ourham ha zel islington edlnburgh nort enfielo hampsteao kilburn richmond leeds esher hampstead bermond old cardi ff prege con ocl conrrop mprossions camiprege lmprossions ndm camjpr ege top pre test oct ad sel c nj set b acobook ireland llmie grand canal sqt ore harbour customer accou vat arising lhls supply accordance article council directive ec democrals great george street swp jae london account id product typa facebook remajn waubre radn orshire engnjestmorland bocause lhresho impres sion sou bristol lewe dulwich watford engiwel wyn bermondsey engiwokingham remai golde westminster tringham streatham ldnrtwickenham bregon engrtotnes shetland wa tford yeoviliyp tenham ldnitwickenham ttersea ldnll ensing isling richmono nd vv pregejcon rege conftop tor sol limiled grad mal square dublin reg lmpresslons mprosslons libera ae acoount wflh tiec dem ocrats lnvo peyment dato camige altri ncham ale kingsto surbitoniyp enisto ne hertfordsh irenp tm alban remnn waubrecon raonorsh engffotnes gu ildford cereoigion caroiff warwi ck ochaber taunt vo threshold lmpressiom impr essions lrnpresslons som erset falmou tunbrid ork ney elwyn gnor ldniwestminster enfie finc hley gree engirushcliffe istrea batterse nremai kin gsto norfolknp chippen ham caithnessiremain im pressions el durhamiyp hatfieldiyp hert fordshire thamiyp itney orthiyp iyp ldnikensingtoniyp winche ster oxwa finchl ey lonnauxhal eoinburgh tters ea warw ick eodi sbury ndmi preg fop ndjm conffopjf face book limited squar haroo ur dul lln lrela heg arisi accordan ce direcllve united kt paymont method ii producl nv waljcard iff centrauremain walimontgomerys hire eltenham outh est harpe nden leamingto engllewesiremain sh effield istol bmed bimng lmpression lrnprosslons engffhornbury hipping engffaunton battersea eddisbury engieodisbury ivesiremain engnork engftotnes engftruro engftunbridge engilewes ldniwimbledon rlchmond cambrid ldnihendon ldnikensington bermo ndsey eali scoiwest pr vatreg lmpres slons libernl demo ft tth ective facobook oulwichiyp loniclawyp np outernp isi ington scojnorth ki ngston sursitonjremain os mendon ermondsey roached lmpre lons buckingh card helsea nauxhall winc hester engichippenhamiyp enha harroga te eastbo urnenp lmpressions engftaunton horn faunton funbridge fh chea warr engiwantage southw ark hampst ead surbitonmp wokinghammp oxwabmp tonmp ten v llnchester lestmorland totn eooisbury scoiorkney eodisbury walimontgomeryshireiremain waucereoigion guiloford pregei jcamip ca ndnv pregeicon tof iprege limied lraland lmprassions tllis arllcle stroot swlp ate acebo ok ov non rural gland ru ral wale scotland rur england reco westmorla becau se throshold mpresslons engmeovil engffunbridge remaln cambsiremain batterseairemain vi atford chels walton engiwitney lochaberiremain engiwoking engiwestmorland engiwinchester bucktngham oorset engiwells engiwatforo por tsmouth ldnffwickenham guildfordiyp ldnnauxhalliyp isungton bathiyp facetiook limned gra lrel eg cu lr iof rising artide direciive imo slreet dom iliiiiiiiill faceboo dun bartonshire edinburg engla ed et ftest hreshold pregeftest penistoneiremain engieddisburyiremain engft otnes grov want age eamington hippenham ye ovil arrington oking ldnibermondsey ldnnauxhalliremain ldnihornsey ldnichipping ldnftwickenham witneyiyp southgateiyp ivesiyp engibucki hallamiyp str southnp ovilnp clawnp cered igion cheadlenp argy dunbar tonshir surbit sconvest aberdeen shire pregeitest acl sat llmiled harljour lor fac ebook ural surbitoniremain itchen cornwawremai eane orth sheffie engiesher rushcliffeiremain engioxwab toniyp dn ldnnaux hall montgomeryshireiyp harpendeniyp engiwestmorlandiyp newburyiyp engibuckinghamiyp engitotnesiyp watfordiyp kilburniyp wellsiyp surreyiyp greeniyp fulhamiyp winchesteriyp eddisburyiyp southiyp norfolkjyp camb enp yf scedinourgh ngnork eastleighnp scofwest aberd eenshire camipregeftest tn selforad foi limlled harbouf lmpresslos greol darn ising lhis ocordaoce aicle iilllii mo le ute westmi nster ceredigioniremain fslfngton enganestmorland enganelwyn enganoking enganarrington enganells
3896,69322,
3897,69068,
3898,69077,
3899,69120,
3900,69134,
3901,69154,
3902,69197,
3903,69223,
3904,69240,invoice liberal democrat hq account id payment date oct transaction product type facebook campaign cam pregeftest ad set c b ge ksnv eng leeds north west main warrington south remain newbury w est surrey sco ross skye lochaber ldn carshal ton uth cambs york outer engipenistone eastleigh witney chippenham wokingham paid gbp billed reached billing threshold impression lmpressions j altrincham sale edinburgh lon sutton cheam bedford wal montgomeryshire eastbourne romsey caithness totnes cheadle twickenham chelsea ano fulham rushcliffe ealing central chipping barnet argyll bute east somerset southport st albans harrow e ng sw hertfordshire watford scoiwest aberdeenshire mpressions h itchen harpendeniremain th norfolk yeovi l impressi ons buckingham tunbridge well mid dorset hendon bregon radnorshireiremain esher taunton deane fife yp truro falmouth cheltenham dunbartonshire orkney shetland newton abbot kingston surbiton sheffield hallam islington westmorland cornwall vp chelmsford cardiff wantage devon ives westminster ceredigion thornbury r emain oxwab impre ssions engiharroga te kensington ldnnauxhall bermondsey old southwark pregeitest prege test impr essions camibrxisept con brx sept pinisg exb f pregenv lo claw remainers copy camipregeftest camiprege nd top camip rege sot ca cebook ireland limiled grand canal square harbou dublin lrel vat reg customer arising supply accordance ahicle council directive ec great georqe street swp ae london voice
3905,69243,invoice liberal democrat hq account id payment date oct transaction product type facebook campaign cam brxisepticon brx sept icon pinisg exbim rx con exb f conipinisgiexb geiksnv sco orkney shetland remain eng hitchen harpendeniremain lon kensington ross skye lochaber e ng sheffield hallam warwick leamington hazel grove rushcliffe yp scoieast dunbartonshire vp grovenp cheadle edinburgh south mole valley paid gbp billed reached billing threshold impression lmpresslons mpressions lmpreslions lrnpresslons v j ii woking north east fife impressio west surrey waumontgomeryshire cambridge en g witney winchest er chippenham dorset ano shet lano cambs warrington enfield southgate cornwall wal ton mid st ives impress ion welwyn hatfield impressi ons newton abbot w atford eali central harrogate rema romsey cheltenham well chipping barnet richmond hendon portsmouth oxwab aberdeenshire bregon radnorshire southport ldn streatham totnes twickenham norfolk caithness durham islington harpenden bath chelsea fulham estminster newbury westmorland al tringham sale ldnibermondsey old southwark albans yeovil westmorlandiyp argyll bute kingston surbiton caithnessiyp ldnnauxhall putney witneyiyp lewes hornsey wood green harrow taunton deane winchester buckingham cardiff sutton cheam ldnioulwich eastbourne wantage ceredigioniyp montgomeryshire impr essions bedford wokingham eastleigh ceredigion carshal guildford york outer wa tford leeds somerset devon tunbridge westminster ldniputney ldniislington ch el tenham penistoneiremain claw lo ba ttersea hampstead kilburn norf olk p dulwich lonn auxhall finch ley golders bristol truro falmouth penistone chelmsford tterseanp wimbledon engrraunton oeane sw hertfordshire engidurham carshalton bermondsey ldnrrwickenham ealing centraliyp outeriyp suritoniyp thornburyiyp cheamiyp thornbury finchley wokinghamiyp engieastleighiyp prege ndnv top nd pregeftest ad set c b camipregeftest camipregeftestb lor oc camiprege test pregeitest ireland limited grand canal square gra har jour dublin vatreg lrnpressions lmprasslons l mpressios lmpressfons cuslomer vat arising supply accordance wilh article council directive ec great george slreet swp ae london
3906,69260,
3907,69286,invoice liberal democrat hq account id payment dale nov iiiiiiiiiia product type faceb ook campaign c amige k con lo london remain rural wale east dunbartonshire r ural scotland cardiff main edinburgh england non englan camige ksnv ldnn ingston surbitoniremain eng tunbri dge well hitchen harpenden wauceredigion north cornwaluremain en g newton abbotnp winchester abbot paid gbp billed reached billing thresho ld impression impr essions im pressions impressi ons st albans taunton eane wal bregon radnorshire impressio devon mpressions mole valley south cambs montgomeryshire ch el ten ham ives west dorset totnes portsmouth bristol orth rema engiwitney chippenham penistone warwi ck leamington harrogate wantage guildford truro falmouth lewes southport yeovil thornbury hazel grove sw hertfordshire westmorland warrington e ng leeds lon putney impress ion romsey sheffie hallam eastbourne somerset eddisbury surrey cheadle buckingham ldn bermondsey old southwark durham chipping barnet ba th woking wimbledon norfolk engiesher ton chelsea ano fulham dulwich cambridge central newbury ttersenremain enfield southgate engnork outer eastleigh chelmsford kensington rushcliffeiremain cornwall vp engioxwab twickenham welwyn hatfield watford islington bedford sutton cheam horn ey wood green mid carshal toniyp ealing al trincham sale westminster co ross skye lochaberiremain l dn finchley golders yp brecon radnorshireiyp ldnnaux hall montgomeryshireiyp harpendeniyp engiwestmorlandiyp tunbridge engiwoking oulwichiyp wokingham streatham newburyiyp engibuckinghamiyp engitotnesiyp watfordiyp witneyiyp hampstead kilburniyp richmond wellsiyp sheffield guildfordiyp claw surreyiyp hornsey greeniyp fulhamiyp ldniwimbledon ceredigion hendon northiyp winchesteriyp sco orkney shetland eddisburyiyp deane southiyp warwick oorset norfolkjyp ldnnauxhall ldnikensington battersea esher walton tringham oxwab tenham caithness kingston surbiton rushcliffe fife harrow argyll bute yf scoiedinbvrgh york engieastleigh scofwest aberoeensmireiremain scoieast kilburn remajn camipregeftes tn ad set b cam prege test sel sot f acebook ireland um ted grand canal square harbouf dublin vat reg lmprll slons lmpresslos liboral democras great george street p ae united kin dorn va customer ising lhis supply accordance article council directive ec
3908,69349,
3909,69363,
3910,69019,
3911,69045,
3912,69108,
3913,69171,
3914,69274,
3915,69317,
3916,69580,
3917,69033,
3918,69082,
3919,69139,
3920,69185,
3921,69202,
3922,69228,
3923,69248,invoice f liberal democrat hq lrwo r e payment date oct iiliiiiiiiil product type facebook campaign camibr sept con cam brx sep pinisg exb pin isg camibrx conipinisg prl ge pregeicon nd prege co top camiprege dn icam conitop pregeftestg ad set b c camigeiksnv rom lo scoiross skye lochaberiremain paid gbp billed eached billing threshol impress ion impression j sco argyll bute remain eng newbury hazel grove lon dul wi ch wal montgomeryshire lewes sheffield hallam ldn carshal ton warwick leamington north east somerset lmpresslans norfolk south cambs harrow mpressians mole valley witney buckingham rushcliffe chipping barnet cheadle vp orkney shetland edinburgh wokingham chelmsford newton abbot engfthornbury eastbourne romsey caithness engipenistoneiremain oxwab eastleigh devon st ivesiremain chippenham engffaunton deane west dorset well rema al trincham sale warrington sutton cheam bedford scoiedinburgh woking lmpressions welwyn hatfield ceredigion yp albans yeovil esh er wantage engffruro falmouth engffunbridge ealing central cheltenham fife bregon radnorshire dunbartonshire bermondsey old southwark sw hertfordshire watford chelsea fulham kensington cornwall portsmouth putney westminster hendon guildford winchester york outer impressi ons richmond islington hornsey wood green southport cardiff durham ldnffwickenham ives mid ldnniimbledon thornbury harrogate kingston surbiton bath totnes leeds tunbridge wit ney westmorland ldnnauxhall bristol wauceredigion ross lochaberiyp barnetiyp surrey wimbledon penistone vvelwyn cambridge hitchen harpenden enfield southgate vvarrington vvatford aberdeenshire dulwich finchley golders claw chels ea vvarwick beoforoiyp henooniyp guildfordiyp ba th battersenremain ourham winchesteriyp deaneiyp streatham cambrioge hertforoshire chel tenham lonn auxhall truro tringham hampstead kilburn batte rsea jslington bermonosey twickenham stre atham harpenoen pregeftest pregettest mpresslons camipregettest sel et test w remainers copy ot camjprege ireland limited grand canal square g rand harbo tr dublin vat reg lmpresslons customer account arising supply accordance article council olrec ive ec lib eral democrals great george street swp ae london nvoice
3924,69291,
